manufacturer,model,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_int,mileage,engine_cc,max_power_bhp,torque,seats
Maruti,Wagon R,Maruti Wagon R,2018,420000,35000,Petrol,Individual,Automatic,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,550000,20000,Petrol,Individual,Manual,First Owner,21,21.21 kmpl,1197,82,113Nm@ 4200rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,270000,20000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Maruti,Swift,Maruti Swift,2017,500000,20000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Tata,Hexa,Tata Hexa,2019,1250000,15000,Diesel,Individual,Manual,First Owner,18,17.6 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Hyundai,i20 Magna,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,19,18.5 kmpl,1197,83,113.7Nm@ 4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2018,700000,50000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Wagon R,Maruti Wagon R,2015,290000,60000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Toyota,Corolla Altis,Toyota Corolla Altis,2012,550000,100000,Petrol,Individual,Automatic,First Owner,15,14.53 kmpl,1794,138,173Nm@ 4000rpm,5
Honda,Brio,Honda Brio,2012,265000,60000,Petrol,Individual,Manual,First Owner,19,19.4 kmpl,1198,87,109Nm@ 4500rpm,5
Maruti,Beno,Maruti Beno,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Tata,Safari,Tata Safari,2017,800000,60000,Diesel,Individual,Manual,First Owner,14,14.1 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Maruti,Alto 800,Maruti Alto 800,2011,160000,25000,Petrol,Individual,Manual,Second Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Renault,KWID,Renault KWID,2018,335000,30000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Datsun,GO,Datsun GO,2017,329000,80000,Petrol,Individual,Manual,Second Owner,21,20.63 kmpl,1198,67,104Nm@ 4000rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2017,775000,75000,Diesel,Individual,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,Xcent,Hyundai Xcent,2020,524000,32000,Petrol,Individual,Manual,First Owner,20,20.14 kmpl,1197,82,113.75nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2015,245000,40000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Hyundai,i20,Hyundai i20,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17,17.0 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Tata,Zest,Tata Zest,2018,520000,60000,Petrol,Individual,Manual,First Owner,18,17.57 kmpl,1193,89,140Nm@ 1500-4000rpm,5
Nissan,Sunny,Nissan Sunny,2014,550000,37000,Petrol,Individual,Manual,First Owner,17,16.95 kmpl,1498,98,134Nm@ 4000rpm,5
Ford,EcoSport,Ford EcoSport,2018,910000,15000,Petrol,Individual,Manual,First Owner,17,17.0 kmpl,1497,121,150Nm@ 4500rpm,5
Nissan,Micra,Nissan Micra,2015,300000,80000,Petrol,Individual,Manual,First Owner,19,19.49 kmpl,1198,67,104Nm@ 4000rpm,5
Maruti,Wagon R,Maruti Wagon R,2016,350000,140000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Ritz,Maruti Ritz,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21,21.1 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Creta,Hyundai Creta,2017,1100000,37000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Renault,KWID,Renault KWID,2016,270000,44000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Maruti,Ertiga,Maruti Ertiga,2015,640000,80000,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Mahindra,XUV 500,Mahindra XUV 500,2015,650000,125000,Diesel,Individual,Manual,First Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Maruti,Eeco,Maruti Eeco,2017,409999,13500,Petrol,Individual,Manual,First Owner,15,15.37 kmpl,1196,73,101Nm@ 3000rpm,5
Hyundai,Santro Xing,Hyundai Santro Xing,2011,165000,75000,Petrol,Individual,Manual,First Owner,18,17.92 kmpl,1086,62,96.1Nm@ 3000rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2012,535000,120000,Diesel,Individual,Manual,First Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Toyota,Innova,Toyota Innova,2013,700000,70000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2013,550000,70000,Diesel,Individual,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Amaze,Honda Amaze,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
Hyundai,i10,Hyundai i10,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20,20.36 kmpl,1197,79,111.8Nm@ 4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Ertiga,Maruti Ertiga,2016,1000000,70000,Diesel,Individual,Manual,First Owner,25,24.52 kmpl,1248,89,200Nm@ 1750rpm,7
Hyundai,i20,Hyundai i20,2012,320000,100000,Petrol,Individual,Manual,Second Owner,19,18.5 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Maruti,Swift,Maruti Swift,2015,350000,100000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,83,113Nm@ 4200rpm,5
Tata,Indica Vista,Tata Indica Vista,2013,170000,162500,Diesel,Individual,Manual,First Owner,19,19.4 kmpl,1405,70,135.4Nm@ 2500rpm,5
Hyundai,i20,Hyundai i20,2017,800000,39000,Diesel,Individual,Manual,First Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Maruti,Ignis,Maruti Ignis,2017,500000,75000,Diesel,Individual,Manual,First Owner,27,26.8 kmpl,1248,74,190Nm@ 2000rpm,5
Tata,Hexa,Tata Hexa,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,18,17.6 kmpl,2179,154,400Nm@ 1750-2500rpm,7
Hyundai,Verna,Hyundai Verna,2013,530000,92500,Diesel,Individual,Manual,First Owner,22,22.32 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,360000,158000,Diesel,Individual,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,310000,120000,Diesel,Individual,Manual,First Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,City,Honda City,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26,26.0 kmpl,1498,99,200Nm@ 1750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,340000,110000,Diesel,Individual,Manual,First Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Xcent,Hyundai Xcent,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25,25.4 kmpl,1186,74,190.25nm@ 1750-2250rpm,5
Toyota,Fortuner,Toyota Fortuner,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,12,11.5 kmpl,2982,171,343Nm@ 1400-3400rpm,7
Tata,Tiago Revotorq,Tata Tiago Revotorq,2016,380000,70000,Diesel,Individual,Manual,First Owner,27,27.28 kmpl,1047,69,140Nm@ 1800-3000rpm,5
Nissan,Sunny,Nissan Sunny,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,18,17.97 kmpl,1498,100,134Nm@ 4000rpm,5
Hyundai,Elite i20,Hyundai Elite i20,2019,610000,2000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,117nm@ 4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2015,525000,20000,Petrol,Individual,Manual,First Owner,21,20.85 kmpl,1197,83,115Nm@ 4000rpm,5
Toyota,Innova,Toyota Innova,2011,480000,120000,Diesel,Individual,Manual,First Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Mahindra,Thar,Mahindra Thar,2017,780000,35000,Diesel,Individual,Manual,First Owner,17,16.55 kmpl,2498,105,247Nm@ 1800-2000rpm,6
Maruti,Swift Dzire,Maruti Swift Dzire,2012,320000,193000,Diesel,Individual,Manual,First Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Swift,Maruti Swift,2014,375000,80000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Datsun,GO,Datsun GO,2019,300000,40000,Petrol,Individual,Manual,First Owner,19,19.02 kmpl,1198,67,104Nm@ 4000rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,404000,122358,Diesel,Individual,Manual,First Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,9
Tata,Sumo,Tata Sumo,2015,500000,75000,Diesel,Individual,Manual,First Owner,14,14.07 kmpl,2956,69,223Nm@ 1600-2200rpm,7
Tata,Tiago Revotorq,Tata Tiago Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27,27.28 kmpl,1047,69,140Nm@ 1800-3000rpm,5
Tata,Zest,Tata Zest,2015,380000,40000,Petrol,Individual,Manual,First Owner,18,17.57 kmpl,1193,89,140Nm@ 1500-4000rpm,5
Honda,Brio,Honda Brio,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19,19.4 kmpl,1198,87,109Nm@ 4500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Tata,Manza,Tata Manza,2012,290000,60000,Diesel,Individual,Manual,First Owner,21,21.02 kmpl,1248,89,200Nm@ 1750-3000rpm,5
Tata,New Safari DICOR,Tata New Safari DICOR,2011,450000,80000,Diesel,Individual,Manual,Third Owner,12,11.57 kmpl,2179,138,320Nm@ 1700-2700rpm,7
Mahindra,Bolero,Mahindra Bolero,2009,400000,170000,Diesel,Individual,Manual,Second Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,18,17.9 kmpl,2143,170,400Nm@ 1400-2800rpm,5
Maruti,Omni,Maruti Omni,2016,220000,35000,Petrol,Individual,Manual,First Owner,17,16.8 kmpl,796,34,59Nm@ 2500rpm,8
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Hyundai,i10,Hyundai i10,2013,290000,50000,Petrol,Individual,Automatic,First Owner,17,16.95 kmpl,1197,79,111.8Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2016,520000,20000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,i10,Hyundai i10,2011,265000,20000,Petrol,Individual,Automatic,First Owner,17,16.95 kmpl,1197,79,111.8Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2012,330000,50000,Petrol,Individual,Manual,Second Owner,19,18.6 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2012,330000,50000,Petrol,Individual,Manual,Second Owner,19,18.6 kmpl,1197,86,114Nm@ 4000rpm,5
Mahindra,Bolero,Mahindra Bolero,2014,509999,120000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Hyundai,Verna,Hyundai Verna,2014,500000,70000,Petrol,Individual,Manual,First Owner,17,17.1 kmpl,1591,121,154.9Nm@ 4200rpm,5
Hyundai,i20 Active,Hyundai i20 Active,2015,525000,50000,Petrol,Individual,Manual,First Owner,17,17.19 kmpl,1197,82,114.73Nm@ 4000rpm,5
Maruti,Beno,Maruti Beno,2019,675000,16500,Petrol,Individual,Manual,First Owner,21,21.01 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,i20,Hyundai i20,2010,300000,70000,Petrol,Individual,Manual,First Owner,17,17.0 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,650000,25000,Diesel,Individual,Manual,First Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19,19.1 kmpl,1197,86,114Nm@ 4000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24,24.0 kmpl,1120,70,160Nm@ 1500-2750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19,19.1 kmpl,1197,86,114Nm@ 4000rpm,5
Chevrolet,Beat,Chevrolet Beat,2012,120000,60000,Petrol,Individual,Manual,Third Owner,19,18.6 kmpl,1199,79,108Nm@ 4400rpm,5
Tata,Tigor,Tata Tigor,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20,20.3 kmpl,1199,84,114Nm@ 3500rpm,5
Honda,City,Honda City,2017,1300000,30000,Diesel,Individual,Manual,First Owner,26,25.6 kmpl,1498,98,200Nm@ 1750rpm,5
Honda,City,Honda City,2017,1250000,33000,Diesel,Individual,Manual,First Owner,26,25.6 kmpl,1498,98,200Nm@ 1750rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16,16.02 kmpl,1373,94,130Nm@ 4000rpm,7
Nissan,Terrano,Nissan Terrano,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19,19.01 kmpl,1461,109,248Nm@ 2250rpm,5
Honda,City,Honda City,2014,725000,120000,Petrol,Individual,Manual,First Owner,17,17.4 kmpl,1497,117,145Nm@ 4600rpm,5
Renault,KWID,Renault KWID,2016,229999,40000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Toyota,Innova,Toyota Innova,2013,800000,160000,Diesel,Individual,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,8
Maruti,Wagon R,Maruti Wagon R,2017,409999,47000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,Creta,Hyundai Creta,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21,21.38 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Tata,Tiago Revotorq,Tata Tiago Revotorq,2017,400000,26000,Petrol,Individual,Manual,First Owner,24,23.84 kmpl,1199,84,114Nm@ 3500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2018,520000,29000,Diesel,Individual,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
Maruti,Beno,Maruti Beno,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16,16.1 kmpl,1298,88,"11.5@ 4,500(kgm@ rpm)",5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17,17.4 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2014,400000,50000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,i20,Hyundai i20,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,17.0 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Maruti,Celerio,Maruti Celerio,2017,351000,36000,Petrol,Individual,Manual,First Owner,23,23.1 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Ritz,Maruti Ritz,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21,21.1 kmpl,1248,74,190Nm@ 2000rpm,5
Nissan,Micra,Nissan Micra,2011,250000,50000,Diesel,Individual,Manual,First Owner,23,23.08 kmpl,1461,63,160Nm@ 2000rpm,5
Hyundai,Verna,Hyundai Verna,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17,17.1 kmpl,1591,121,154.9Nm@ 4200rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,A-Star,Maruti A-Star,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19,19.0 kmpl,998,66,90Nm@ 3500rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,480000,110000,Diesel,Individual,Manual,Third Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Nissan,Micra,Nissan Micra,2011,275000,45000,Diesel,Individual,Manual,First Owner,23,23.08 kmpl,1461,63,160Nm@ 2000rpm,5
Ford,Figo,Ford Figo,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Mahindra,XUV 300,Mahindra XUV 300,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17,17.0 kmpl,1197,110,200Nm@ 2000-3500rpm,5
Hyundai,Creta,Hyundai Creta,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17,17.01 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Maruti,Swift,Maruti Swift,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Datsun,GO,Datsun GO,2016,335000,40000,Petrol,Dealer,Manual,First Owner,21,20.63 kmpl,1198,67,104Nm@ 4000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2015,434999,40000,Petrol,Dealer,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Toyota,Fortuner,Toyota Fortuner,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14,14.24 kmpl,2755,175,420Nm@ 1400-2600rpm,7
Renault,KWID,Renault KWID,2018,390000,13000,Petrol,Dealer,Manual,First Owner,21,20.71 kmpl,799,53,72Nm@ 4386rpm,5
Honda,Brio,Honda Brio,2012,325000,40000,Petrol,Dealer,Manual,First Owner,19,18.5 kmpl,1198,87,109Nm@ 4500rpm,5
Volkswagen,Ameo,Volkswagen Ameo,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17,17.0 kmpl,1198,74,110Nm@ 3750rpm,5
Nissan,Sunny,Nissan Sunny,2012,450000,9000,Petrol,Dealer,Manual,First Owner,17,16.95 kmpl,1498,98,134Nm@ 4000rpm,5
Toyota,Etios,Toyota Etios,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,24,23.59 kmpl,1364,67,170Nm@ 1800-2400rpm,5
Hyundai,i10,Hyundai i10,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20,20.36 kmpl,1197,79,111.8Nm@ 4000rpm,5
Renault,Duster,Renault Duster,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20,20.45 kmpl,1461,84,200Nm@ 1900rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Tata,Indigo,Tata Indigo,2011,150000,50000,Petrol,Individual,Manual,Second Owner,16,15.64 kmpl,1193,64,100Nm@ 2700rpm,5
Mercedes-Benz,New C-Class,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,15,14.84 kmpl,2143,170,400Nm@ 1400-2800rpm,5
Tata,Nano,Tata Nano,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25,25.4 kmpl,624,38,51Nm@ 4000rpm,4
Nissan,Micra,Nissan Micra,2013,250000,120000,Diesel,Individual,Manual,First Owner,23,23.08 kmpl,1461,63,160Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2016,550000,60000,Diesel,Individual,Manual,Second Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i10,Hyundai i10,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20,20.36 kmpl,1197,79,111.7Nm@ 4000rpm,5
Renault,KWID,Renault KWID,2016,300000,30000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Jaguar,XF,Jaguar XF,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,14,13.6 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Tata,Safari,Tata Safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,14.1 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Volvo,XC40 D4,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18,18.0 kmpl,1969,190,400Nm,5
Toyota,Camry Hybrid,Toyota Camry Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,First Owner,19,19.16 kmpl,2494,158,213Nm@ 4500rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,225000,58343,Petrol,Dealer,Manual,First Owner,22,21.79 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Beno,Maruti Beno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Jazz,Honda Jazz,2016,550000,56494,Petrol,Dealer,Manual,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
Toyota,Innova,Toyota Innova,2013,750000,79328,Diesel,Dealer,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,7
Maruti,Swift,Maruti Swift,2019,650000,5621,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Etios,Toyota Etios,2017,625000,25538,Petrol,Dealer,Manual,First Owner,17,16.78 kmpl,1496,89,132Nm@ 3000rpm,5
Maruti,Swift,Maruti Swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
Honda,Amaze,Honda Amaze,2019,779000,7032,Petrol,Dealer,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
Skoda,Rapid,Skoda Rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14,14.3 kmpl,1598,104,153Nm@ 3800rpm,5
Volvo,V40 D3,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,17,16.8 kmpl,1984,150,350Nm@ 1500-2750rpm,5
Hyundai,i10,Hyundai i10,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20,20.36 kmpl,1197,79,111.7Nm@ 4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2015,480000,90000,Diesel,Individual,Manual,First Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Verna,Hyundai Verna,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Maruti,SX4,Maruti SX4,2012,300000,100000,Diesel,Individual,Manual,Second Owner,22,21.5 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,Verna,Hyundai Verna,2009,340000,214000,Petrol,Individual,Manual,Second Owner,14,13.9 kmpl,1599,103,"14.9@ 3,000(kgm@ rpm)",5
Hyundai,Verna,Hyundai Verna,2009,340000,214000,Diesel,Individual,Manual,Second Owner,17,16.8 kmpl,1493,110,"24@ 1,900-2,750(kgm@ rpm)",5
Maruti,Alto 800,Maruti Alto 800,2016,240000,50000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Honda,City,Honda City,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18,18.0 kmpl,1497,118,145Nm@ 4600rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Tata,Indigo,Tata Indigo,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17,17.0 kmpl,1405,70,"13.5@ 2,500(kgm@ rpm)",5
Maruti,Eeco,Maruti Eeco,2020,409999,35000,CNG,Individual,Manual,First Owner,21,20.88 kmpl,1196,62,85Nm@ 3000rpm,5
Maruti,Alto 800,Maruti Alto 800,2014,215000,80000,Petrol,Individual,Manual,Second Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16,16.0 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Maruti,Alto 800,Maruti Alto 800,2010,150000,80000,Petrol,Individual,Manual,First Owner,21,20.92 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,EON,Hyundai EON,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Tata,Tiago Revotorq,Tata Tiago Revotorq,2018,325000,100000,Petrol,Individual,Manual,First Owner,24,23.84 kmpl,1199,84,114Nm@ 3500rpm,5
Maruti,Eeco,Maruti Eeco,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15,15.1 kmpl,1196,73,101Nm@ 3000rpm,5
Jaguar,XF,Jaguar XF,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,14,13.6 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
