name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Maruti Swift Dzire,Maruti,Swift Dzire,2011,90000,Diesel,Manual,Fourth & Above Owner,19,690000,265000
Maruti A-Star,Maruti,A-Star,2010,162000,Petrol,Manual,Second Owner,19,488000,130000
Maruti Ertiga,Maruti,Ertiga,2013,110000,Diesel,Manual,Third Owner,21,969000,480000
Nissan Micra,Nissan,Micra,2011,45000,Diesel,Manual,First Owner,23,778000,275000
Ford Figo,Ford,Figo,2010,90000,Diesel,Manual,Second Owner,20,690000,170000
Mahindra XUV 300,Mahindra,XUV 300,2019,16500,Petrol,Manual,First Owner,17,841000,1090000
Hyundai Creta,Hyundai,Creta,2017,67000,Diesel,Automatic,First Owner,17,102800,1100000
Maruti Swift,Maruti,Swift,2018,52000,Petrol,Manual,First Owner,22,591000,610000
Datsun GO,Datsun,GO,2016,40000,Petrol,Manual,First Owner,21,412000,335000
Hyundai Grand i10,Hyundai,Grand i10,2015,40000,Petrol,Manual,First Owner,19,707000,434999
Toyota Fortuner,Toyota,Fortuner,2018,35000,Diesel,Manual,First Owner,14,541000,3000000
Renault KWID,Renault,KWID,2018,13000,Petrol,Manual,First Owner,21,449000,390000
Honda Brio,Honda,Brio,2012,40000,Petrol,Manual,First Owner,19,566000,325000
Volkswagen Ameo,Volkswagen,Ameo,2019,10000,Petrol,Manual,First Owner,17,567000,640000
Nissan Sunny,Nissan,Sunny,2012,9000,Petrol,Manual,First Owner,17,829000,450000
Toyota Etios,Toyota,Etios,2013,70000,Diesel,Manual,Second Owner,24,869000,400000
Hyundai i10,Hyundai,i10,2009,60000,Petrol,Manual,First Owner,20,707000,215000
Renault Duster,Renault,Duster,2014,40000,Diesel,Manual,First Owner,20,101900,570000
Mahindra XUV 500,Mahindra,XUV 500,2012,93000,Diesel,Manual,First Owner,15,149500,680000
Tata Indigo,Tata,Indigo,2011,50000,Petrol,Manual,Second Owner,16,566000,150000
Mercedes-Benz New C-Class,Mercedes-Benz,New C-Class,2013,25000,Diesel,Automatic,First Owner,15,501000,1550000
Tata Nano,Tata,Nano,2012,18000,Petrol,Manual,First Owner,25,251000,64000
Nissan Micra,Nissan,Micra,2013,120000,Diesel,Manual,First Owner,23,778000,250000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,60000,Diesel,Manual,Second Owner,27,690000,550000
Hyundai i10,Hyundai,i10,2010,70000,Petrol,Manual,Fourth & Above Owner,20,707000,140000
Renault KWID,Renault,KWID,2016,30000,Petrol,Manual,First Owner,25,449000,300000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2625000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Hyundai i10,Hyundai,i10,2010,106000,Petrol,Manual,Third Owner,20,707000,150000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,90000,Diesel,Manual,First Owner,27,690000,480000
Hyundai Verna,Hyundai,Verna,2014,70000,Diesel,Manual,Third Owner,22,932000,535000
Maruti SX4,Maruti,SX4,2012,100000,Diesel,Manual,Second Owner,22,867000,300000
Hyundai Verna,Hyundai,Verna,2009,214000,Petrol,Manual,Second Owner,14,932000,340000
Hyundai Verna,Hyundai,Verna,2009,214000,Diesel,Manual,Second Owner,17,932000,340000
Maruti Alto 800,Maruti,Alto 800,2016,50000,Petrol,Manual,First Owner,23,503000,240000
Honda City,Honda,City,2018,1000,Petrol,Automatic,First Owner,18,113800,1085000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,19000,Diesel,Automatic,First Owner,28,690000,750000
Tata Indigo,Tata,Indigo,2012,265000,Diesel,Manual,Second Owner,17,566000,95000
Maruti Eeco,Maruti,Eeco,2020,35000,CNG,Manual,First Owner,21,535000,409999
Maruti Alto 800,Maruti,Alto 800,2014,80000,Petrol,Manual,Second Owner,24,503000,215000
Mahindra XUV 500,Mahindra,XUV 500,2016,50000,Diesel,Automatic,First Owner,16,149500,1290000
Maruti Alto 800,Maruti,Alto 800,2010,80000,Petrol,Manual,First Owner,21,503000,150000
Hyundai EON,Hyundai,EON,2013,50000,Petrol,Manual,Second Owner,21,450000,219000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2018,100000,Petrol,Manual,First Owner,24,693000,325000
Maruti Eeco,Maruti,Eeco,2013,120000,Petrol,Manual,Second Owner,15,535000,260000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2625000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Honda Amaze,Honda,Amaze,2019,40000,Diesel,Automatic,First Owner,24,634000,700000
Hyundai Creta,Hyundai,Creta,2017,45000,Diesel,Manual,First Owner,21,102800,950000
Maruti Alto 800,Maruti,Alto 800,2010,80000,Petrol,Manual,Second Owner,20,503000,160000
Hyundai Xcent,Hyundai,Xcent,2015,135000,Diesel,Manual,Second Owner,24,685000,409999
Toyota Innova,Toyota,Innova,2015,120000,Diesel,Manual,Second Owner,13,186300,840000
Toyota Etios,Toyota,Etios,2013,67000,Diesel,Manual,First Owner,24,869000,450000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,50000,Diesel,Manual,First Owner,28,690000,900000
Nissan Micra,Nissan,Micra,2011,110000,Diesel,Manual,Second Owner,23,778000,254999
Maruti Swift Dzire,Maruti,Swift Dzire,2013,120000,Diesel,Manual,Second Owner,23,690000,530000
Volkswagen Polo,Volkswagen,Polo,2015,110000,Diesel,Manual,Second Owner,20,645000,520000
Mahindra Verito,Mahindra,Verito,2011,170000,Diesel,Manual,Second Owner,21,101500,229999
Maruti Swift,Maruti,Swift,2016,47000,Diesel,Manual,First Owner,25,591000,600000
Hyundai Xcent,Hyundai,Xcent,2015,93000,Petrol,Manual,First Owner,19,685000,409999
Maruti Celerio,Maruti,Celerio,2014,50000,Petrol,Manual,First Owner,23,515000,320000
Ford Figo,Ford,Figo,2015,70000,Diesel,Manual,First Owner,20,690000,292000
Tata Safari,Tata,Safari,2012,80000,Diesel,Manual,First Owner,14,152000,390000
Ford Figo,Ford,Figo,2016,44000,Petrol,Manual,First Owner,18,690000,550000
Maruti Celerio,Maruti,Celerio,2014,25000,Petrol,Manual,First Owner,23,515000,385000
Hyundai Creta,Hyundai,Creta,2016,25000,Petrol,Manual,First Owner,15,102800,800000
Maruti Swift Dzire,Maruti,Swift Dzire,2019,10000,Petrol,Manual,First Owner,21,690000,675000
Tata Hexa,Tata,Hexa,2018,50000,Diesel,Manual,First Owner,18,136900,1525000
Ford EcoSport,Ford,EcoSport,2018,30000,Diesel,Manual,First Owner,23,961000,950000
Hyundai i20 Active,Hyundai,i20 Active,2015,50000,Diesel,Manual,Second Owner,21,713000,610000
Hyundai i20 Asta,Hyundai,i20 Asta,2012,120000,Diesel,Manual,First Owner,23,875000,525000
Honda Amaze,Honda,Amaze,2019,40000,Diesel,Automatic,First Owner,24,634000,700000
Mahindra Bolero,Mahindra,Bolero,2015,80000,Diesel,Manual,First Owner,16,920000,375000
Nissan Terrano,Nissan,Terrano,2015,90000,Diesel,Manual,First Owner,20,122400,580000
Maruti Swift,Maruti,Swift,2015,50000,Petrol,Manual,Second Owner,20,591000,434999
Datsun RediGO,Datsun,RediGO,2020,2136,Petrol,Manual,First Owner,23,383000,350000
Toyota Innova,Toyota,Innova,2012,250000,Diesel,Manual,First Owner,13,186300,730000
Hyundai i20 Magna,Hyundai,i20 Magna,2015,35000,Petrol,Manual,First Owner,19,698000,600000
Toyota Innova,Toyota,Innova,2015,120000,Diesel,Manual,First Owner,13,186300,1050000
Maruti Beno,Maruti,Beno,2017,70000,Diesel,Manual,First Owner,27,949000,735000
Renault Duster,Renault,Duster,2018,18000,Diesel,Manual,First Owner,20,101900,1050000
Chevrolet Enjoy,Chevrolet,Enjoy,2016,110000,Diesel,Manual,Second Owner,18,766000,420000
Maruti SX4,Maruti,SX4,2017,60000,Diesel,Manual,First Owner,24,867000,800000
Toyota Fortuner,Toyota,Fortuner,2015,60000,Diesel,Automatic,First Owner,13,541000,2000000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,147000,Diesel,Manual,Second Owner,27,690000,600000
Toyota Fortuner,Toyota,Fortuner,2015,130000,Diesel,Automatic,First Owner,13,541000,1900000
Tata Indica Vista,Tata,Indica Vista,2011,110000,Diesel,Manual,Second Owner,17,611000,200000
Nissan Micra,Nissan,Micra,2016,35000,Petrol,Manual,First Owner,19,778000,370000
Hyundai Verna,Hyundai,Verna,2010,110000,Diesel,Manual,Second Owner,16,932000,260000
Mahindra KUV 100,Mahindra,KUV 100,2016,100000,Diesel,Manual,First Owner,25,615000,280000
Maruti Ertiga,Maruti,Ertiga,2014,21000,Petrol,Manual,First Owner,16,969000,610000
Ford Fiesta,Ford,Fiesta,2013,60000,Diesel,Manual,Second Owner,24,103200,300000
Tata Indigo,Tata,Indigo,2010,40000,Diesel,Manual,First Owner,17,566000,140000
Maruti A-Star,Maruti,A-Star,2010,65000,Petrol,Manual,Second Owner,19,488000,200000
Maruti Wagon R,Maruti,Wagon R,2011,80000,Petrol,Manual,First Owner,19,690000,200000
Hyundai Verna,Hyundai,Verna,2015,119000,Diesel,Manual,First Owner,24,932000,560000
Maruti Ertiga,Maruti,Ertiga,2016,80000,Diesel,Manual,First Owner,25,969000,750000
Maruti Swift,Maruti,Swift,2017,90000,Diesel,Manual,First Owner,25,591000,585000
Hyundai Verna,Hyundai,Verna,2016,20000,Petrol,Manual,First Owner,17,932000,760000
Maruti Swift,Maruti,Swift,2014,80000,Diesel,Manual,Second Owner,25,591000,430000
Mahindra KUV 100,Mahindra,KUV 100,2020,44665,Diesel,Manual,First Owner,25,615000,480000
Hyundai Xcent,Hyundai,Xcent,2018,60000,Petrol,Manual,First Owner,20,685000,500000
Honda Brio,Honda,Brio,2016,22000,Petrol,Manual,First Owner,19,566000,425000
Maruti Alto 800,Maruti,Alto 800,2014,25000,Petrol,Manual,First Owner,23,503000,250000
Maruti Celerio,Maruti,Celerio,2016,70000,Diesel,Manual,First Owner,28,515000,285000
Chevrolet Beat,Chevrolet,Beat,2013,70000,Petrol,Manual,Second Owner,19,396000,170000
Toyota Etios,Toyota,Etios,2013,45000,Diesel,Manual,First Owner,24,869000,409999
Hyundai Grand i10,Hyundai,Grand i10,2015,40000,Petrol,Automatic,First Owner,19,707000,400000
Maruti Swift Dzire,Maruti,Swift Dzire,2019,30000,Diesel,Manual,First Owner,28,690000,700000
Maruti Ertiga,Maruti,Ertiga,2016,34000,Petrol,Manual,Second Owner,18,969000,660000
Maruti Alto 800,Maruti,Alto 800,2017,25000,Petrol,Manual,First Owner,25,503000,268000
Maruti Alto 800,Maruti,Alto 800,2016,50000,Petrol,Manual,First Owner,23,503000,270000
Chevrolet Beat,Chevrolet,Beat,2013,50000,Diesel,Manual,First Owner,25,396000,300000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,90000,Petrol,Manual,First Owner,24,693000,450000
Chevrolet Beat,Chevrolet,Beat,2012,70000,Diesel,Manual,Second Owner,25,396000,220000
Tata New Safari DICOR,Tata,New Safari DICOR,2009,146000,Diesel,Manual,Second Owner,14,993000,250000
Ford Figo,Ford,Figo,2012,85000,Petrol,Manual,Second Owner,16,690000,300000
Tata Indica,Tata,Indica,2009,201850,Diesel,Manual,Second Owner,18,469000,88000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,30000,Diesel,Manual,First Owner,27,690000,561000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,15000,Diesel,Manual,First Owner,28,690000,755000
Datsun RediGO,Datsun,RediGO,2017,25000,Petrol,Manual,First Owner,23,383000,235000
Maruti Alto 800,Maruti,Alto 800,2011,90000,Petrol,Manual,First Owner,21,503000,165000
Tata Indica,Tata,Indica,2011,50000,Diesel,Manual,First Owner,17,469000,110000
Mahindra Bolero,Mahindra,Bolero,2012,80000,Diesel,Manual,Second Owner,14,920000,320000
Hyundai i20 Asta,Hyundai,i20 Asta,2016,38000,Petrol,Manual,First Owner,19,875000,540000
Hyundai EON,Hyundai,EON,2013,60000,Petrol,Manual,First Owner,21,450000,180000
Maruti Eeco,Maruti,Eeco,2016,100000,Petrol,Manual,Third Owner,15,535000,270000
Maruti Swift Dzire,Maruti,Swift Dzire,2012,30000,Petrol,Manual,First Owner,18,690000,450000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,30000,Petrol,Manual,First Owner,19,690000,450000
Chevrolet Beat,Chevrolet,Beat,2015,50000,Petrol,Manual,First Owner,19,396000,200000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,42000,Petrol,Manual,First Owner,24,693000,425000
Chevrolet Sail,Chevrolet,Sail,2016,30000,Petrol,Manual,First Owner,18,530000,400000
Maruti Alto 800,Maruti,Alto 800,2009,60000,Petrol,Manual,Third Owner,20,503000,125000
Jeep Compass,Jeep,Compass,2018,14000,Diesel,Manual,First Owner,17,295900,1600000
Honda City,Honda,City,2015,22000,Petrol,Manual,First Owner,17,113800,900000
Volkswagen Vento,Volkswagen,Vento,2012,90000,Diesel,Manual,First Owner,21,116600,450000
Maruti Alto 800,Maruti,Alto 800,2011,46000,Petrol,Manual,First Owner,21,503000,210000
Hyundai i20,Hyundai,i20,2018,20000,Petrol,Manual,First Owner,19,698000,801000
Maruti Ertiga,Maruti,Ertiga,2015,40000,Petrol,Manual,Second Owner,16,969000,600000
Hyundai i20 Magna,Hyundai,i20 Magna,2014,30000,Petrol,Manual,Second Owner,19,698000,330000
Hyundai EON,Hyundai,EON,2017,15000,Petrol,Manual,Second Owner,21,450000,320000
Maruti Alto 800,Maruti,Alto 800,2009,70000,Petrol,Manual,Second Owner,20,503000,130000
Chevrolet Sail,Chevrolet,Sail,2015,80000,Petrol,Manual,First Owner,18,530000,220000
Tata Zest,Tata,Zest,2015,110000,Petrol,Manual,First Owner,18,877000,340000
Toyota Innova,Toyota,Innova,2013,190000,Diesel,Manual,First Owner,13,186300,1000000
Mahindra Bolero,Mahindra,Bolero,2010,100000,Diesel,Manual,Second Owner,14,920000,495000
Maruti Alto 800,Maruti,Alto 800,2015,60000,Petrol,Manual,First Owner,23,503000,236000
Maruti Wagon R,Maruti,Wagon R,2015,40000,Petrol,Manual,First Owner,21,690000,390000
Maruti Swift Dzire,Maruti,Swift Dzire,2009,90000,Diesel,Manual,Second Owner,19,690000,275000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,32000,Diesel,Manual,First Owner,24,784000,775000
Toyota Innova Crysta,Toyota,Innova Crysta,2016,30000,Diesel,Automatic,First Owner,11,178600,1800000
Hyundai Creta,Hyundai,Creta,2016,58000,Diesel,Manual,First Owner,20,102800,850000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2018,5000,Diesel,Manual,First Owner,24,784000,750000
Hyundai i20,Hyundai,i20,2018,25000,Petrol,Manual,First Owner,19,698000,570000
Hyundai Grand i10,Hyundai,Grand i10,2018,32000,Petrol,Manual,First Owner,19,707000,580000
Honda Jazz,Honda,Jazz,2016,30000,Petrol,Manual,First Owner,19,796000,484999
Hyundai Verna,Hyundai,Verna,2012,60000,Petrol,Manual,First Owner,18,932000,415000
Nissan Micra,Nissan,Micra,2015,50000,Petrol,Automatic,First Owner,19,778000,325000
Ford Figo,Ford,Figo,2018,14200,Petrol,Manual,First Owner,18,690000,550000
Hyundai EON,Hyundai,EON,2017,10000,Petrol,Manual,First Owner,21,450000,300000
Datsun RediGO,Datsun,RediGO,2018,25000,Petrol,Manual,First Owner,23,383000,217000
Ford Freestyle,Ford,Freestyle,2018,19100,Petrol,Manual,First Owner,19,728000,700000
Hyundai Santro,Hyundai,Santro,2019,25000,Petrol,Automatic,Fourth & Above Owner,20,486000,466000
Ford EcoSport,Ford,EcoSport,2014,54000,Diesel,Manual,First Owner,23,961000,484999
Nissan Sunny,Nissan,Sunny,2018,35000,Diesel,Manual,First Owner,23,829000,670000
Hyundai Grand i10,Hyundai,Grand i10,2018,20000,Petrol,Manual,Second Owner,19,707000,500000
Maruti SX4,Maruti,SX4,2016,52000,Diesel,Manual,First Owner,24,867000,675000
Hyundai i20,Hyundai,i20,2011,120000,Diesel,Manual,Second Owner,23,698000,220000
Jeep Compass,Jeep,Compass,2017,50000,Diesel,Manual,First Owner,17,295900,1650000
Maruti Ertiga,Maruti,Ertiga,2013,120000,Diesel,Manual,Second Owner,21,969000,630000
Tata Manza,Tata,Manza,2010,90000,Diesel,Manual,Second Owner,19,768000,250000
Skoda Rapid,Skoda,Rapid,2015,101500,Diesel,Manual,Second Owner,21,156000,300000
Hyundai Verna,Hyundai,Verna,2013,75000,Diesel,Automatic,First Owner,22,932000,525000
Mahindra Scorpio,Mahindra,Scorpio,2016,100000,Diesel,Manual,First Owner,15,133000,1100000
Renault Duster,Renault,Duster,2012,55735,Diesel,Manual,Second Owner,19,101900,480000
Mahindra XUV 500,Mahindra,XUV 500,2014,80000,Diesel,Manual,Second Owner,15,149500,605000
Maruti Alto 800,Maruti,Alto 800,2016,50000,Petrol,Manual,Second Owner,25,503000,250000
Ford Figo,Ford,Figo,2013,70000,Diesel,Manual,Second Owner,20,690000,245000
Hyundai i10,Hyundai,i10,2012,76000,Petrol,Manual,Fourth & Above Owner,20,707000,210000
Maruti Swift Dzire,Maruti,Swift Dzire,2020,1500,Petrol,Manual,First Owner,21,690000,730000
Mahindra Bolero,Mahindra,Bolero,2012,76000,Diesel,Manual,First Owner,16,920000,500000
Maruti Wagon R,Maruti,Wagon R,2015,40000,Petrol,Manual,First Owner,21,690000,400000
Hyundai EON,Hyundai,EON,2015,60000,Petrol,Manual,Second Owner,21,450000,280000
Toyota Innova,Toyota,Innova,2009,170000,Diesel,Manual,Third Owner,13,186300,561000
Chevrolet Beat,Chevrolet,Beat,2016,53319,Diesel,Manual,First Owner,25,396000,375000
Volkswagen Ameo,Volkswagen,Ameo,2017,40906,Diesel,Manual,First Owner,22,567000,700000
Toyota Etios,Toyota,Etios,2012,31711,Petrol,Manual,Second Owner,18,869000,375000
Hyundai EON,Hyundai,EON,2012,43755,Petrol,Manual,Second Owner,21,450000,270000
Renault KWID,Renault,KWID,2016,66693,Petrol,Manual,First Owner,25,449000,300000
Maruti Zen Estilo,Maruti,Zen Estilo,2010,59549,Petrol,Manual,First Owner,19,481000,225000
Toyota Innova,Toyota,Innova,2015,94385,Diesel,Manual,First Owner,13,186300,1350000
Maruti Zen Estilo,Maruti,Zen Estilo,2010,73730,Petrol,Manual,First Owner,18,481000,200000
Hyundai Verna,Hyundai,Verna,2011,221889,Diesel,Manual,First Owner,22,932000,400000
Honda Amaze,Honda,Amaze,2013,116104,Diesel,Manual,First Owner,26,634000,500000
Maruti Swift,Maruti,Swift,2015,150546,Petrol,Manual,First Owner,22,591000,500000
Toyota Fortuner,Toyota,Fortuner,2013,148120,Diesel,Manual,First Owner,14,541000,1500000
Ford Ecosport,Ford,Ecosport,2015,20000,Petrol,Manual,Second Owner,16,961000,555000
Hyundai Grand i10,Hyundai,Grand i10,2018,30000,Petrol,Automatic,First Owner,19,707000,580000
Tata Sumo,Tata,Sumo,2011,20000,Diesel,Manual,First Owner,12,597000,175000
Tata Manza,Tata,Manza,2009,120000,Diesel,Manual,Second Owner,19,768000,180000
Hyundai i10,Hyundai,i10,2011,80000,Petrol,Manual,First Owner,20,707000,200000
Tata Indigo,Tata,Indigo,2016,60000,Diesel,Manual,First Owner,19,566000,260000
Renault KWID,Renault,KWID,2016,25000,Petrol,Manual,First Owner,23,449000,350000
Mahindra Bolero,Mahindra,Bolero,2011,50000,Diesel,Manual,Second Owner,14,920000,409999
Mahindra TUV 300,Mahindra,TUV 300,2017,126000,Diesel,Manual,First Owner,18,859000,655000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,170000,Diesel,Manual,First Owner,27,690000,370000
